"Tendencias","Volumen de búsquedas","Inició","Finalizada","Desglose de tendencias","Vínculo para explorar"
"u. de chile - coquimbo unido","200 k+","2 de diciembre de 2025 a las 5:10:00 p.m. UTC-3","4 de diciembre de 2025 a las 7:50:00 a.m. UTC-3","u. de chile - coquimbo unido,u de chile coquimbo,u de chile vs,u de chile,universidad de chile vs,coquimbo vs u de chile,u de chile vs coquimbo,coquimbo vs,u vs coquimbo,udechile,universidad de chile vs coquimbo unido,partido u de chile,universidad de chile vs coquimbo,la u vs,u vs,partidos de u. de chile,la u vs coquimbo,partido de la u,u de chile hoy,coquimbo unido vs u de chile,partido u de chile hoy,radio cooperativa online,resultado u de chile,udechile vs,universidad de chile hoy,punto ticket,coquimbo unido vs,universidad de chile coquimbo,a qué hora juega universidad de chile,partido u de chile hoy en vivo,puntoticket","https://trends.google.com/trends/explore?q=u.%20de%20chile%20-%20coquimbo%20unido&geo=CL&hl=es-419"
"concepción - cobreloa","100 k+","3 de diciembre de 2025 a las 7:20:00 p.m. UTC-3","4 de diciembre de 2025 a las 9:20:00 p.m. UTC-3","concepción - cobreloa,concepcion vs cobreloa,cobreloa vs concepción,deportes concepcion,deportes concepcion vs cobreloa,cobreloa,cobreloa vs,deportes concepcion vs,concepcion vs,deportes concepción vs cobreloa,concepción vs. cobreloa,conce vs cobreloa,deportes concepción,concepción vs cobreloa,primera b,u de conce vs cobreloa,partido deportes concepción,conce vs,primera b de chile,deportes conce,liguilla de ascenso,cobreloa hoy,deporte concepción,concepcion,tnt sports,concepcion cobreloa,ascenso chile,deportes concepción contra cobreloa,tnt sports en vivo,cobreloa vs deportes concepcion,patricio almendra,deportes conce vs,concepción vs,concepción,cobreloa vs concepcion,cobreloa concepcion","https://trends.google.com/trends/explore?q=concepci%C3%B3n%20-%20cobreloa&geo=CL&hl=es-419"
"barcelona - atlético madrid","100 k+","2 de diciembre de 2025 a las 4:00:00 p.m. UTC-3","3 de diciembre de 2025 a las 7:30:00 p.m. UTC-3","barcelona - atlético madrid,barcelona vs atletico de madrid,barcelona vs,barcelona,barcelona vs. atlético madrid,barca vs,barcelona vs atlético madrid,barcelona hoy,barca,barca vs atletico,dónde mirar fc barcelona contra atlético de madrid,primera división,laliga,atletico,madrid vs,atletico de madrid,donde ver barcelona vs atletico de madrid,fc barcelona vs atletico de madrid,barcelona vs atletico de madrid donde ver","https://trends.google.com/trends/explore?q=barcelona%20-%20atl%C3%A9tico%20madrid&geo=CL&hl=es-419"
"palmeiras - flamengo","100 k+","29 de noviembre de 2025 a las 5:10:00 p.m. UTC-3","30 de noviembre de 2025 a las 11:40:00 a.m. UTC-3","palmeiras - flamengo,final copa libertadores 2025,flamengo vs palmeiras,libertadores,palmeiras vs flamengo,flamengo vs,final libertadores,palmeiras,palmeiras vs,final libertadores 2025,final copa libertadores,conmebol libertadores,copa libertadores 2025,palmeiras vs. flamengo,libertadores 2025,final de la libertadores,danilo,final de libertadores 2025,flamengo palmeiras,donde se juega la final de la libertadores 2025,campeones copa libertadores,vitor roque,felipe luis,palmeiras flamengo,final copa libertadores 2025 donde ver,donde ver la final de la libertadores,filipe luis,final de libertadores,mengao,alineaciones de palmeiras contra flamengo,donde ver final libertadores,estadio final libertadores 2025","https://trends.google.com/trends/explore?q=palmeiras%20-%20flamengo&geo=CL&hl=es-419"
"u. española - o'higgins","100 k+","30 de noviembre de 2025 a las 5:10:00 p.m. UTC-3","1 de diciembre de 2025 a las 11:50:00 a.m. UTC-3","u. española - o'higgins,union española,union española vs,primera b,primera b de chile,tabla de posiciones chile,ohiggins,campeonato nacional,unión española,liga de primera,u española,o'higgins vs,u española vs,union española vs o higgins,futbol chileno,union vs,primera a,u. española vs. o'higgins,unión española vs,primera,union,posiciones de unión española,union española descenso,union vs o higgins,española vs,tnt sports","https://trends.google.com/trends/explore?q=u.%20espa%C3%B1ola%20-%20o%27higgins&geo=CL&hl=es-419"
"spotify wrapped","50 k+","30 de noviembre de 2025 a las 9:30:00 p.m. UTC-3","4 de diciembre de 2025 a las 8:10:00 p.m. UTC-3","spotify wrapped,spotify wrapped 2025,wrapped spotify 2025,spotify,wrapped,bad bunny,spotify wraped,wrapped spotify,spotify wrapped 2024","https://trends.google.com/trends/explore?q=spotify%20wrapped&geo=CL&hl=es-419"
"athletic - real madrid","50 k+","3 de diciembre de 2025 a las 2:00:00 p.m. UTC-3","4 de diciembre de 2025 a las 3:30:00 p.m. UTC-3","athletic - real madrid,real madrid,real madrid vs,madrid vs,athletic vs. real madrid,real madrid club de fútbol,athletic club vs real madrid,ath. bilbao – real madrid,real madrid hoy,real madrid vs athletic","https://trends.google.com/trends/explore?q=athletic%20-%20real%20madrid&geo=CL&hl=es-419"
"audax italiano - ñublense","50 k+","1 de diciembre de 2025 a las 7:20:00 p.m. UTC-3","2 de diciembre de 2025 a las 6:20:00 p.m. UTC-3","audax italiano - ñublense,audax vs,audax,audax italiano,audax vs ñublense,ñublense,ñublense vs,audax italiano vs,audax italiano la florida,audax italiano vs. ñublense,ñublense vs audax italiano,eduardo vargas","https://trends.google.com/trends/explore?q=audax%20italiano%20-%20%C3%B1ublense&geo=CL&hl=es-419"
"girona - real madrid","50 k+","30 de noviembre de 2025 a las 4:10:00 p.m. UTC-3","1 de diciembre de 2025 a las 5:10:00 p.m. UTC-3","girona - real madrid,real madrid vs,girona,girona – real madrid,real madrid hoy,girona vs,liga española,dónde mirar girona futbol club contra real madrid,posiciones de girona futbol club contra real madrid,madrid","https://trends.google.com/trends/explore?q=girona%20-%20real%20madrid&geo=CL&hl=es-419"
"barcelona - alavés","50 k+","29 de noviembre de 2025 a las 11:20:00 a.m. UTC-3","30 de noviembre de 2025 a las 1:20:00 p.m. UTC-3","barcelona - alavés,barcelona vs,barcelona,barcelona vs. alavés,barca vs,barca,barcelona vs alavés,barcelona vs alaves,barcelona fc","https://trends.google.com/trends/explore?q=barcelona%20-%20alav%C3%A9s&geo=CL&hl=es-419"
"sevilla - real betis","50 k+","30 de noviembre de 2025 a las 11:20:00 a.m. UTC-3","1 de diciembre de 2025 a las 8:10:00 a.m. UTC-3","sevilla - real betis,sevilla vs betis,sevilla vs,sevilla,betis vs sevilla,sevilla fc,sevilla vs. real betis,betis,sevilla betis,sevilla vs real betis,betis vs,real betis,real vs,alexis sánchez,betis sevilla,gabriel suazo","https://trends.google.com/trends/explore?q=sevilla%20-%20real%20betis&geo=CL&hl=es-419"
"computo teleton 2025","50 k+","29 de noviembre de 2025 a las 12:50:00 a.m. UTC-3","30 de noviembre de 2025 a las 3:30:00 p.m. UTC-3","computo teleton 2025,meta teleton,la teletón,computo teleton,cuanto lleva la teleton 2025,teleton computo,teleton meta,banco de chile,cierre teleton 2025,monto teleton 2025,artistas teleton 2025,teleton en vivo 2025,meta teletón 2025,meta teletón,teletón en vivo,cual es la meta de la teleton 2025,banco chile,banco chile teleton,ultimo computo teleton 2025,teleton llego a la meta 2025,teleton estadio nacional,teleton 2025 meta,se llego a la meta teleton 2025,meta teleton 2025,artistas cierre teleton 2025,teleton 2025 computo,artistas teleton 2025 estadio nacional,la teleton llego a su meta 2025,vedeton,donar teleton,parrilla teleton 2025,resultado teleton 2025,donar teleton 2025,llegaron a la meta teleton 2025,meta de la teleton 2025,la teleton 2025,se logro la meta teleton 2025,cuanto recaudo la teleton 2025,como va la teleton,artistas teatro teleton 2025,estadio nacional,teleton meta 2025,teletón 2025 estadio nacional,meta teleton 2024,quien cierra la teleton 2025,cierre teleton 2025 artistas,bloque infantil teleton 2025,computo final teleton 2025,teleton computo 2025,que artistas estaran en la teleton 2025,cantantes teleton 2025,jose antonio neme,en que año la teleton no llego a la meta,cuanto es la meta de la teleton 2025,teletón 2025 artistas,teleton artistas,julio martinez,plim plim,myriam hernández,neme,show teleton 2025,quien estara en el cierre de la teleton 2025,hasta que hora es la teleton 2025,cierre teleton,estadio nacional teleton,como va la teleton 2025,cuanto lleva la teleton,teleton 2025 artistas,quien estara en la teleton 2025,entradas teletón 2025,quien va a estar en la teleton 2025,artistas teletón 2025 estadio nacional,llego a la meta la teleton","https://trends.google.com/trends/explore?q=computo%20teleton%202025&geo=CL&hl=es-419"
"huachipato - u. católica","50 k+","29 de noviembre de 2025 a las 11:10:00 a.m. UTC-3","30 de noviembre de 2025 a las 5:50:00 a.m. UTC-3","huachipato - u. católica,catolica vs,huachipato vs catolica,huachipato,huachipato vs,catolica,uc vs,u catolica,catolica vs huachipato,universidad catolica,u catolica vs,uc vs huachipato,huachipato vs. u. católica,universidad catolica vs,huachipato fc,universidad católica,u. católica","https://trends.google.com/trends/explore?q=huachipato%20-%20u.%20cat%C3%B3lica&geo=CL&hl=es-419"
"cobreloa - san marcos","50 k+","30 de noviembre de 2025 a las 8:00:00 p.m. UTC-3","1 de diciembre de 2025 a las 8:30:00 p.m. UTC-3","cobreloa - san marcos,deportes concepcion,cobreloa,cobreloa vs,cobreloa vs san marcos,deportes concepción,liguilla de ascenso,concepcion vs,deportes concepcion vs,san marcos de arica,cobreloa vs. san marcos,deportes concepcion vs cobreloa,primera división de chile,emol,cobreloa vs arica,cobreloa hoy,arica vs,san marcos,anfp,final liguilla ascenso,arica vs cobreloa,cobreloa vs concepción,san marcos vs cobreloa,campeonato,deportes concepcion vs copiapo,entradas deportes concepcion vs cobreloa,san marcos vs,final primera b,cobreloa vs deportes concepcion,ascenso chile,liguilla ascenso 2025 chile,conce vs,concepcion,liga de ascenso,final ascenso chile,liguilla primera b,liguilla ascenso,aldrix jara,final liguilla 2025,deportes conce,deporte concepción","https://trends.google.com/trends/explore?q=cobreloa%20-%20san%20marcos&geo=CL&hl=es-419"
"palestino - huachipato","20 k+","5 de diciembre de 2025 a las 7:10:00 p.m. UTC-3",,"palestino - huachipato,palestino,palestino vs,huachipato,palestino vs huachipato,palestino vs. huachipato","https://trends.google.com/trends/explore?q=palestino%20-%20huachipato&geo=CL&hl=es-419"
"grupos mundial 2026","20 k+","5 de diciembre de 2025 a las 1:10:00 p.m. UTC-3",,"grupos mundial 2026,sorteo mundial 2026,mundial 2026,mundial,grupos mundial,grupos del mundial 2026,grupos del mundial,sorteo mundial,a que hora es el sorteo del mundial 2026,fase de grupos mundial 2026,mundial de clubes,sorteo del mundial 2026,sorteo mundial 2026 hora chile,cuando es el sorteo del mundial 2026,donde ver el sorteo del mundial 2026,mundial 2026 grupos,sorteo,copa del mundo,sorteo del mundial,sorteo mundial 2026 donde ver,donde ver el sorteo del mundial,sorteo mundial 2026: fecha y hora,donde ver sorteo mundial 2026","https://trends.google.com/trends/explore?q=grupos%20mundial%202026&geo=CL&hl=es-419"
"ganadores copihue de oro 2025","20 k+","4 de diciembre de 2025 a las 11:40:00 p.m. UTC-3",,"ganadores copihue de oro 2025,copihue de oro,premios copihue de oro 2025,copihues de oro 2025,copihue de oro 2025,ganadores del copihue de oro 2025,ganadores copihue de oro,premios copihue","https://trends.google.com/trends/explore?q=ganadores%20copihue%20de%20oro%202025&geo=CL&hl=es-419"
"extremadura - sevilla","20 k+","4 de diciembre de 2025 a las 4:20:00 p.m. UTC-3","5 de diciembre de 2025 a las 3:00:00 p.m. UTC-3","extremadura - sevilla,sevilla,sevilla vs,sevilla fútbol club","https://trends.google.com/trends/explore?q=extremadura%20-%20sevilla&geo=CL&hl=es-419"
"debate archi","20 k+","2 de diciembre de 2025 a las 9:20:00 p.m. UTC-3","4 de diciembre de 2025 a las 10:20:00 a.m. UTC-3","debate archi,debate presidencial archi,archi debate presidencial,archi,debate archi en vivo,debate presidencial,debate presidencial hoy en vivo,debate,debate presidencial hoy,archi debate,radio agricultura en vivo,debate presidencial archi 2025,por,debate en vivo,radio bio bio en vivo,elecciones chile 2025,el mostrador","https://trends.google.com/trends/explore?q=debate%20archi&geo=CL&hl=es-419"
"junaeb","20 k+","1 de diciembre de 2025 a las 7:00:00 a.m. UTC-3","5 de diciembre de 2025 a las 8:30:00 p.m. UTC-3","junaeb,becas junaeb,beca presidente de la republica,beca junaeb","https://trends.google.com/trends/explore?q=junaeb&geo=CL&hl=es-419"
"fulham - manchester city","20 k+","2 de diciembre de 2025 a las 3:40:00 p.m. UTC-3","3 de diciembre de 2025 a las 11:30:00 a.m. UTC-3","fulham - manchester city","https://trends.google.com/trends/explore?q=fulham%20-%20manchester%20city&geo=CL&hl=es-419"
"paes","20 k+","30 de noviembre de 2025 a las 2:30:00 p.m. UTC-3","2 de diciembre de 2025 a las 10:00:00 a.m. UTC-3","paes,horarios paes 2025,reconocimiento de salas paes 2025,paes 2025 fecha,cuando es la paes 2025,paes regular admisión 2026,paes m2,paes horarios,fecha paes 2025,paes competencia lectora 2026,demre paes,a que hora es el reconocimiento de sala paes 2025,demre paes 2025,cuando se rinde la paes 2025","https://trends.google.com/trends/explore?q=paes&geo=CL&hl=es-419"
"lucero","20 k+","28 de noviembre de 2025 a las 11:50:00 p.m. UTC-3","1 de diciembre de 2025 a las 12:50:00 p.m. UTC-3","lucero,lucero mijares,lucero y mijares","https://trends.google.com/trends/explore?q=lucero&geo=CL&hl=es-419"
"racing - tigre","20 k+","1 de diciembre de 2025 a las 9:10:00 p.m. UTC-3","2 de diciembre de 2025 a las 1:50:00 p.m. UTC-3","racing - tigre,racing vs,racing vs tigre,racing vs. tigre,tigre vs","https://trends.google.com/trends/explore?q=racing%20-%20tigre&geo=CL&hl=es-419"
"copa libertadores","20 k+","29 de noviembre de 2025 a las 6:00:00 a.m. UTC-3","30 de noviembre de 2025 a las 11:40:00 a.m. UTC-3","copa libertadores,erick pulgar,pulgar,bruno fuchs","https://trends.google.com/trends/explore?q=copa%20libertadores&geo=CL&hl=es-419"
"la serena - palestino","20 k+","29 de noviembre de 2025 a las 5:40:00 p.m. UTC-3","30 de noviembre de 2025 a las 1:30:00 p.m. UTC-3","la serena - palestino,palestino,la serena vs,la serena vs palestino,serena vs,palestino vs la serena,la serena vs. palestino,deportes la serena","https://trends.google.com/trends/explore?q=la%20serena%20-%20palestino&geo=CL&hl=es-419"
"u. la calera - deportes limache","20 k+","30 de noviembre de 2025 a las 5:20:00 p.m. UTC-3","1 de diciembre de 2025 a las 9:20:00 a.m. UTC-3","u. la calera - deportes limache,limache vs,limache,union la calera,deportes limache,limache vs calera,la calera vs,partidos de primera división de chile,club de deportes limache","https://trends.google.com/trends/explore?q=u.%20la%20calera%20-%20deportes%20limache&geo=CL&hl=es-419"
"everton - iquique","20 k+","30 de noviembre de 2025 a las 5:10:00 p.m. UTC-3","1 de diciembre de 2025 a las 8:50:00 a.m. UTC-3","everton - iquique,iquique vs,everton vs iquique,deportes iquique,iquique,tabla de posiciones primera a,everton vs,iquique vs everton,tabla de posiciones primera,everton vs. iquique,everton de viña del mar,tabla de posiciones primera a 2025,club de deportes iquique,tabla de posiciones primera a chile,deportes iquique vs","https://trends.google.com/trends/explore?q=everton%20-%20iquique&geo=CL&hl=es-419"
"copiapó - concepción","20 k+","30 de noviembre de 2025 a las 8:10:00 p.m. UTC-3","1 de diciembre de 2025 a las 10:20:00 a.m. UTC-3","copiapó - concepción,copiapo vs,copiapo vs concepcion,deportes copiapo,concepcion vs copiapo,copiapo,copiapó vs. concepción,concepción vs copiapó,larrivey,conce vs copiapo","https://trends.google.com/trends/explore?q=copiap%C3%B3%20-%20concepci%C3%B3n&geo=CL&hl=es-419"
"boca juniors - argentinos jrs.","20 k+","30 de noviembre de 2025 a las 6:10:00 p.m. UTC-3","1 de diciembre de 2025 a las 10:00:00 a.m. UTC-3","boca juniors - argentinos jrs.,boca,boca vs argentinos juniors,boca juniors vs. argentinos jrs.,boca juniors vs,campeonato argentina","https://trends.google.com/trends/explore?q=boca%20juniors%20-%20argentinos%20jrs.&geo=CL&hl=es-419"
"chelsea - arsenal","20 k+","30 de noviembre de 2025 a las 12:40:00 p.m. UTC-3","30 de noviembre de 2025 a las 10:10:00 p.m. UTC-3","chelsea - arsenal,arsenal football club","https://trends.google.com/trends/explore?q=chelsea%20-%20arsenal&geo=CL&hl=es-419"
"universidad de chile","20 k+","2 de diciembre de 2025 a las 6:10:00 p.m. UTC-3","2 de diciembre de 2025 a las 9:30:00 p.m. UTC-3","universidad de chile,gustavo álvarez,la u,club universidad de chile,gustavo alvarez,u. de chile","https://trends.google.com/trends/explore?q=universidad%20de%20chile&geo=CL&hl=es-419"
"manchester city - leeds","20 k+","29 de noviembre de 2025 a las 11:10:00 a.m. UTC-3","30 de noviembre de 2025 a las 8:00:00 a.m. UTC-3","manchester city - leeds","https://trends.google.com/trends/explore?q=manchester%20city%20-%20leeds&geo=CL&hl=es-419"
"flamengo","20 k+","29 de noviembre de 2025 a las 4:00:00 p.m. UTC-3","30 de noviembre de 2025 a las 6:50:00 a.m. UTC-3","flamengo","https://trends.google.com/trends/explore?q=flamengo&geo=CL&hl=es-419"
"yuri","20 k+","28 de noviembre de 2025 a las 11:50:00 p.m. UTC-3","30 de noviembre de 2025 a las 2:20:00 a.m. UTC-3","yuri,mijares,manuel mijares,yuri cantante","https://trends.google.com/trends/explore?q=yuri&geo=CL&hl=es-419"
"chatgpt","20 k+","2 de diciembre de 2025 a las 4:40:00 p.m. UTC-3","2 de diciembre de 2025 a las 5:40:00 p.m. UTC-3","chatgpt,chat gpt,gemini,gemini ai,openai,gpt","https://trends.google.com/trends/explore?q=chatgpt&geo=CL&hl=es-419"
"manchester united - west ham","10 k+","4 de diciembre de 2025 a las 4:10:00 p.m. UTC-3","5 de diciembre de 2025 a las 8:40:00 a.m. UTC-3","manchester united - west ham,west ham,man united","https://trends.google.com/trends/explore?q=manchester%20united%20-%20west%20ham&geo=CL&hl=es-419"
"cruzeiro - botafogo","10 k+","4 de diciembre de 2025 a las 6:40:00 p.m. UTC-3","5 de diciembre de 2025 a las 8:50:00 a.m. UTC-3","cruzeiro - botafogo,brasileirao,brasileirão serie a","https://trends.google.com/trends/explore?q=cruzeiro%20-%20botafogo&geo=CL&hl=es-419"
"leeds - chelsea","10 k+","3 de diciembre de 2025 a las 4:20:00 p.m. UTC-3","4 de diciembre de 2025 a las 9:00:00 a.m. UTC-3","leeds - chelsea,chelsea vs","https://trends.google.com/trends/explore?q=leeds%20-%20chelsea&geo=CL&hl=es-419"
"lazio - milan","10 k+","4 de diciembre de 2025 a las 4:10:00 p.m. UTC-3","5 de diciembre de 2025 a las 7:40:00 a.m. UTC-3","lazio - milan,milan - lazio","https://trends.google.com/trends/explore?q=lazio%20-%20milan&geo=CL&hl=es-419"
"liverpool - sunderland afc","10 k+","3 de diciembre de 2025 a las 4:20:00 p.m. UTC-3","4 de diciembre de 2025 a las 9:20:00 a.m. UTC-3","liverpool - sunderland afc,liverpool,sunderland","https://trends.google.com/trends/explore?q=liverpool%20-%20sunderland%20afc&geo=CL&hl=es-419"
"juventude - santos","10 k+","3 de diciembre de 2025 a las 6:40:00 p.m. UTC-3","4 de diciembre de 2025 a las 9:10:00 a.m. UTC-3","juventude - santos,santos,santos fc","https://trends.google.com/trends/explore?q=juventude%20-%20santos&geo=CL&hl=es-419"
"patricio oñate","10 k+","30 de noviembre de 2025 a las 10:30:00 a.m. UTC-3","2 de diciembre de 2025 a las 7:50:00 a.m. UTC-3","patricio oñate,pato oñate","https://trends.google.com/trends/explore?q=patricio%20o%C3%B1ate&geo=CL&hl=es-419"
"arsenal - brentford","10 k+","3 de diciembre de 2025 a las 4:00:00 p.m. UTC-3","4 de diciembre de 2025 a las 8:00:00 a.m. UTC-3","arsenal - brentford,chelsea,liverpool fc,leeds,premier league,arsenal vs brentford","https://trends.google.com/trends/explore?q=arsenal%20-%20brentford&geo=CL&hl=es-419"
"fc union berlin - bayern","10 k+","3 de diciembre de 2025 a las 3:50:00 p.m. UTC-3","4 de diciembre de 2025 a las 7:30:00 a.m. UTC-3","fc union berlin - bayern,dfb pokal","https://trends.google.com/trends/explore?q=fc%20union%20berlin%20-%20bayern&geo=CL&hl=es-419"
"paulina rubio","10 k+","29 de noviembre de 2025 a las 11:20:00 p.m. UTC-3","1 de diciembre de 2025 a las 9:00:00 a.m. UTC-3","paulina rubio,katteyes","https://trends.google.com/trends/explore?q=paulina%20rubio&geo=CL&hl=es-419"
"chile vs paraguay femenino","10 k+","2 de diciembre de 2025 a las 6:20:00 p.m. UTC-3","3 de diciembre de 2025 a las 8:50:00 a.m. UTC-3","chile vs paraguay femenino,chile vs paraguay,liga de naciones femenina conmebol,chile femenino,seleccion chilena femenina,chile femenino hoy,chile femenino vs paraguay,selección femenina de fútbol de chile,tabla de posiciones chile,yanara aedo,liga de naciones femenina,chile paraguay femenino,selección chilena femenina en vivo hoy,hora en chile","https://trends.google.com/trends/explore?q=chile%20vs%20paraguay%20femenino&geo=CL&hl=es-419"
"newcastle - tottenham","10 k+","2 de diciembre de 2025 a las 4:20:00 p.m. UTC-3","3 de diciembre de 2025 a las 8:20:00 a.m. UTC-3","newcastle - tottenham,newcastle,newcastle vs,newcastle vs tottenham,tottenham","https://trends.google.com/trends/explore?q=newcastle%20-%20tottenham&geo=CL&hl=es-419"
"inter miami - nyc fc","10 k+","29 de noviembre de 2025 a las 7:20:00 p.m. UTC-3","30 de noviembre de 2025 a las 11:40:00 a.m. UTC-3","inter miami - nyc fc,inter miami vs,inter de miami,inter miami vs. nyc fc","https://trends.google.com/trends/explore?q=inter%20miami%20-%20nyc%20fc&geo=CL&hl=es-419"
"pablo alboran","10 k+","29 de noviembre de 2025 a las 1:40:00 p.m. UTC-3","30 de noviembre de 2025 a las 5:30:00 p.m. UTC-3","pablo alboran,pablo alboran chile,karen doggenweiler,pablo alborán,pablo alborán chile,pablo alboran teleton,pablo alboran en chile,pancho saavedra","https://trends.google.com/trends/explore?q=pablo%20alboran&geo=CL&hl=es-419"
"crystal palace - manchester united","10 k+","30 de noviembre de 2025 a las 8:10:00 a.m. UTC-3","30 de noviembre de 2025 a las 7:40:00 p.m. UTC-3","crystal palace - manchester united,manchester united,crystal palace,united,crystal palace vs","https://trends.google.com/trends/explore?q=crystal%20palace%20-%20manchester%20united&geo=CL&hl=es-419"
"coquimbo unido","10 k+","2 de diciembre de 2025 a las 6:50:00 p.m. UTC-3","2 de diciembre de 2025 a las 9:20:00 p.m. UTC-3","coquimbo unido,u. de chile vs. coquimbo unido","https://trends.google.com/trends/explore?q=coquimbo%20unido&geo=CL&hl=es-419"
"dortmund - leverkusen","10 k+","2 de diciembre de 2025 a las 4:10:00 p.m. UTC-3","3 de diciembre de 2025 a las 5:20:00 a.m. UTC-3","dortmund - leverkusen,leverkusen - dortmund,dortmund,borussia dortmund vs,dortmund vs,borussia dortmund,borussia,leverkusen,bayer leverkusen","https://trends.google.com/trends/explore?q=dortmund%20-%20leverkusen&geo=CL&hl=es-419"
"mónaco - psg","10 k+","29 de noviembre de 2025 a las 12:10:00 p.m. UTC-3","30 de noviembre de 2025 a las 8:30:00 a.m. UTC-3","mónaco - psg,psg vs,monaco vs,monaco fc,monaco vs psg","https://trends.google.com/trends/explore?q=m%C3%B3naco%20-%20psg&geo=CL&hl=es-419"
"west ham - liverpool","10 k+","30 de noviembre de 2025 a las 10:20:00 a.m. UTC-3","30 de noviembre de 2025 a las 6:30:00 p.m. UTC-3","west ham - liverpool,liverpool,premier league,west ham,liverpool fc","https://trends.google.com/trends/explore?q=west%20ham%20-%20liverpool&geo=CL&hl=es-419"
"atlético madrid - real oviedo","10 k+","29 de noviembre de 2025 a las 4:10:00 p.m. UTC-3","30 de noviembre de 2025 a las 9:00:00 a.m. UTC-3","atlético madrid - real oviedo,atletico","https://trends.google.com/trends/explore?q=atl%C3%A9tico%20madrid%20-%20real%20oviedo&geo=CL&hl=es-419"
"ana torroja","10 k+","29 de noviembre de 2025 a las 10:40:00 p.m. UTC-3","30 de noviembre de 2025 a las 8:40:00 a.m. UTC-3","ana torroja,ana torroja en chile","https://trends.google.com/trends/explore?q=ana%20torroja&geo=CL&hl=es-419"
"maria jose quintanilla","10 k+","29 de noviembre de 2025 a las 11:50:00 p.m. UTC-3","1 de diciembre de 2025 a las 6:30:00 p.m. UTC-3","maria jose quintanilla,maría josé quintanilla","https://trends.google.com/trends/explore?q=maria%20jose%20quintanilla&geo=CL&hl=es-419"
"bayern - st. pauli","10 k+","29 de noviembre de 2025 a las 10:40:00 a.m. UTC-3","29 de noviembre de 2025 a las 6:40:00 p.m. UTC-3","bayern - st. pauli,bayern,bayern vs. st. pauli","https://trends.google.com/trends/explore?q=bayern%20-%20st.%20pauli&geo=CL&hl=es-419"
"chelsea vs arsenal","10 k+","30 de noviembre de 2025 a las 9:30:00 a.m. UTC-3","30 de noviembre de 2025 a las 9:10:00 p.m. UTC-3","chelsea vs arsenal,arsenal,chelsea","https://trends.google.com/trends/explore?q=chelsea%20vs%20arsenal&geo=CL&hl=es-419"
"real madrid","10 k+","30 de noviembre de 2025 a las 5:20:00 p.m. UTC-3","30 de noviembre de 2025 a las 8:30:00 p.m. UTC-3","real madrid","https://trends.google.com/trends/explore?q=real%20madrid&geo=CL&hl=es-419"
"arsenal vs","10 k+","30 de noviembre de 2025 a las 1:20:00 p.m. UTC-3","30 de noviembre de 2025 a las 4:40:00 p.m. UTC-3","arsenal vs,chelsea vs,arsenal vs chelsea,chelsea vs. arsenal","https://trends.google.com/trends/explore?q=arsenal%20vs&geo=CL&hl=es-419"
"f1","10 k+","30 de noviembre de 2025 a las 2:20:00 p.m. UTC-3","30 de noviembre de 2025 a las 3:50:00 p.m. UTC-3","f1,max verstappen,formula 1,f1 qatar,oscar piastri,verstappen,f1 vote,driver of the day,qatar f1,piastri","https://trends.google.com/trends/explore?q=f1&geo=CL&hl=es-419"
"youtube recap","5 K+","3 de diciembre de 2025 a las 3:20:00 a.m. UTC-3",,"youtube recap,recap youtube","https://trends.google.com/trends/explore?q=youtube%20recap&geo=CL&hl=es-419"
"fernando carrillo","5 K+","4 de diciembre de 2025 a las 9:30:00 a.m. UTC-3","5 de diciembre de 2025 a las 9:40:00 p.m. UTC-3","fernando carrillo","https://trends.google.com/trends/explore?q=fernando%20carrillo&geo=CL&hl=es-419"
"super luna llena diciembre 2025","5 K+","4 de diciembre de 2025 a las 8:10:00 p.m. UTC-3","5 de diciembre de 2025 a las 6:50:00 p.m. UTC-3","super luna llena diciembre 2025,luna llena diciembre 2025,luna llena,luna hoy,super luna,luna de hoy,geminis,ultima luna llena diciembre 2025","https://trends.google.com/trends/explore?q=super%20luna%20llena%20diciembre%202025&geo=CL&hl=es-419"
"ticketmaster","5 K+","4 de diciembre de 2025 a las 12:00:00 p.m. UTC-3","5 de diciembre de 2025 a las 9:30:00 a.m. UTC-3","ticketmaster","https://trends.google.com/trends/explore?q=ticketmaster&geo=CL&hl=es-419"
"flamengo - ceará","5 K+","3 de diciembre de 2025 a las 8:50:00 p.m. UTC-3","4 de diciembre de 2025 a las 12:30:00 p.m. UTC-3","flamengo - ceará,liga brasileña","https://trends.google.com/trends/explore?q=flamengo%20-%20cear%C3%A1&geo=CL&hl=es-419"
"copa del rey","5 K+","3 de diciembre de 2025 a las 4:50:00 p.m. UTC-3","5 de diciembre de 2025 a las 4:50:00 a.m. UTC-3","copa del rey,sevilla fc","https://trends.google.com/trends/explore?q=copa%20del%20rey&geo=CL&hl=es-419"
"atlético mineiro - palmeiras","5 K+","3 de diciembre de 2025 a las 8:50:00 p.m. UTC-3","4 de diciembre de 2025 a las 10:50:00 a.m. UTC-3","atlético mineiro - palmeiras","https://trends.google.com/trends/explore?q=atl%C3%A9tico%20mineiro%20-%20palmeiras&geo=CL&hl=es-419"
"rafael cavada","5 K+","2 de diciembre de 2025 a las 11:50:00 a.m. UTC-3","3 de diciembre de 2025 a las 8:40:00 a.m. UTC-3","rafael cavada,chilevision,cavada","https://trends.google.com/trends/explore?q=rafael%20cavada&geo=CL&hl=es-419"
